Id_produktu,Producent,Nazwa,Pojemnosc,Jednostka,Cena_netto,VAT,Cena_brutto,Cena_strona,Marza,Status
1001,Sanct Bernhard,Ashwagandha Extra,1000,ml,124.5,0.05,130.72,179.09,0.37,Nieaktywny
1002,Sanct Bernhard,Kurkumina C3,300,tabletki,93.0,0.08,100.44,149.66,0.49,Aktywny
1003,Aliness,Ashwagandha Extra,1000,ml,113.17,0.05,118.83,140.22,0.18,Nieaktywny
1004,Invent Farm,NAC 600mg,60,tabletki,106.01,0.23,130.39,190.37,0.46,Nieaktywny
1005,Lab One,Omega-3 z alg,120,tabletki,145.15,0.08,156.76,224.17,0.43,Aktywny
1006,Progress Labs,Maca Bio,180,kapsułki,134.78,0.23,165.78,185.67,0.12,Aktywny
1007,Inwet Herbs,Maślan sodu,300,kapsułki,54.31,0.08,58.65,72.14,0.23,Aktywny
1008,Invent Farm,Maślan sodu,120,kapsułki,60.6,0.23,74.54,97.65,0.31,Aktywny
1009,HempKing,Synbiotyk z Inuliną,90,tabletki,113.31,0.08,122.37,159.08,0.3,Aktywny
1010,Skoczylas,Ashwagandha Extra,1000,ml,114.29,0.05,120.0,180.0,0.5,Aktywny
1011,HempKing,Melatonina 1mg,90,kapsułki,107.8,0.23,132.59,179.0,0.35,Nieaktywny
1012,Diochi,Witamina D,90,tabletki,107.01,0.08,115.57,141.0,0.22,Aktywny
1013,Medica Herbs,Witamina K2 MK-7,90,tabletki,90.06,0.08,97.26,118.66,0.22,Aktywny
1014,Diochi,Cynk organiczny,1000,ml,92.62,0.05,97.25,108.92,0.12,Aktywny
1015,UNS,Witamina C,300,kapsułki,140.89,0.23,173.29,220.08,0.27,Nieaktywny
1016,Pharmovit,Witamina D,120,kapsułki,80.23,0.08,86.65,124.78,0.44,Nieaktywny
1017,Invent Farm,Krzem Organiczny,120,tabletki,134.91,0.08,145.7,190.87,0.31,Aktywny
1018,Star Life,Ginkgo Biloba,150,ml,86.06,0.05,90.36,125.6,0.39,Nieaktywny
1019,Mito-Pharma,Witamina A,120,kapsułki,115.7,0.08,124.96,186.19,0.49,Nieaktywny
1020,Medica Herbs,Cynk organiczny,30,ml,131.82,0.05,138.41,173.01,0.25,Aktywny
1021,Formeds,Melatonina 1mg,30,kapsułki,140.69,0.08,151.95,211.21,0.39,Aktywny
1022,NatVita,Maślan sodu,50,ml,76.7,0.05,80.54,118.39,0.47,Aktywny
1023,Star Life,Kurkumina C3,50,ml,115.94,0.05,121.74,144.87,0.19,Aktywny
1024,Progress Labs,Potas,20,ml,100.75,0.05,105.79,133.3,0.26,Aktywny
1025,Yango,Miedź Chelatowana,30,ml,81.74,0.05,85.83,118.45,0.38,Aktywny
1026,Skoczylas,Omega-3 z alg,120,tabletki,108.67,0.08,117.36,172.52,0.47,Aktywny
1027,Invent Farm,Witamina D,20,ml,65.06,0.05,68.31,96.32,0.41,Aktywny
1028,HempKing,Selen + E,60,kapsułki,121.95,0.08,131.71,160.69,0.22,Aktywny
1029,Kenay,NAC 600mg,300,kapsułki,145.6,0.08,157.25,176.12,0.12,Aktywny
1030,HempKing,Kurkumina C3,30,kapsułki,120.8,0.08,130.46,170.9,0.31,Aktywny
1031,Health Labs,Cynk organiczny,30,tabletki,113.63,0.08,122.72,136.22,0.11,Aktywny
1032,UNS,Żelazo w płynie,30,kapsułki,86.95,0.23,106.95,151.87,0.42,Aktywny
1033,MyVita,Witamina E naturalna,150,ml,117.06,0.05,122.91,140.12,0.14,Aktywny
1034,Biowen,Omega-3 z alg,60,kapsułki,90.63,0.23,111.47,154.94,0.39,Aktywny
1035,Yango,Maślan sodu,20,ml,120.78,0.05,126.82,152.18,0.2,Aktywny
1036,HempKing,Witamina C,30,kapsułki,120.36,0.23,148.04,168.77,0.14,Aktywny
1037,Yango,Probiotyk 10 szczepów,300,kapsułki,77.65,0.23,95.51,108.88,0.14,Aktywny
1038,UNS,Gotu Kola,20,ml,60.55,0.05,63.58,74.39,0.17,Aktywny
1039,Progress Labs,Różeniec górski,150,ml,144.57,0.05,151.8,192.79,0.27,Aktywny
1040,Lab One,Ginkgo Biloba,90,kapsułki,142.09,0.23,174.77,216.71,0.24,Nieaktywny
1041,Diochi,Maca Bio,1000,ml,113.29,0.05,118.95,159.39,0.34,Aktywny
1042,Organis,Witamina E naturalna,120,tabletki,137.46,0.23,169.08,238.4,0.41,Aktywny
1043,Biowen,Probiotyk 10 szczepów,60,kapsułki,78.38,0.23,96.41,142.69,0.48,Nieaktywny
1044,Organis,Witamina C,500,ml,53.25,0.05,55.91,82.19,0.47,Aktywny
1045,Medica Herbs,Cynk organiczny,30,kapsułki,67.8,0.23,83.39,114.24,0.37,Aktywny
1046,HempKing,Krzem Organiczny,500,ml,93.36,0.05,98.03,115.68,0.18,Aktywny
1047,Organis,Witamina A,30,tabletki,99.57,0.08,107.54,145.18,0.35,Nieaktywny
1048,Solgar,Witamina C,60,tabletki,111.96,0.08,120.92,177.75,0.47,Nieaktywny
1049,Inwet Herbs,Kurkumina C3,30,tabletki,96.68,0.23,118.92,162.92,0.37,Aktywny
1050,Pileje,Probiotyk 10 szczepów,90,kapsułki,63.83,0.23,78.51,108.34,0.38,Aktywny
1051,Health Labs,Melatonina 1mg,90,kapsułki,134.75,0.23,165.74,228.72,0.38,Aktywny
1052,Health Labs,Gotu Kola,120,kapsułki,111.94,0.23,137.69,190.01,0.38,Nieaktywny
1053,Invent Farm,Maślan sodu,50,ml,62.01,0.05,65.11,90.5,0.39,Nieaktywny
1054,Aliness,Bacopa Monnieri,180,kapsułki,85.83,0.08,92.7,102.9,0.11,Aktywny
1055,UNS,Kurkumina C3,60,kapsułki,123.32,0.23,151.68,169.88,0.12,Aktywny
1056,Wish,Maślan sodu,150,ml,131.25,0.05,137.81,165.37,0.2,Aktywny
1057,Lab One,Kolagen Type II,120,kapsułki,91.89,0.23,113.02,152.58,0.35,Aktywny
1058,Sanct Bernhard,Różeniec górski,300,kapsułki,92.49,0.08,99.89,121.87,0.22,Aktywny
1059,Biowen,Ginkgo Biloba,20,ml,50.77,0.05,53.31,72.5,0.36,Nieaktywny
1060,Pharmovit,Krzem Organiczny,120,kapsułki,67.6,0.08,73.01,102.94,0.41,Aktywny
1061,Formeds,Witamina A,300,kapsułki,53.59,0.23,65.92,77.79,0.18,Aktywny
1062,Health Labs,Żelazo w płynie,20,ml,93.91,0.05,98.61,142.98,0.45,Aktywny
1063,Biowen,Selen + E,500,ml,145.07,0.05,152.32,217.82,0.43,Nieaktywny
1064,Biowen,Ashwagandha Extra,30,ml,115.25,0.05,121.01,180.3,0.49,Aktywny
1065,Health Labs,Gotu Kola,50,ml,74.43,0.05,78.15,101.6,0.3,Aktywny
1066,Biowen,NAC 600mg,120,tabletki,70.86,0.23,87.16,117.67,0.35,Nieaktywny
1067,Lab One,Koenzym Q10,300,kapsułki,87.58,0.08,94.59,125.8,0.33,Aktywny
1068,Wish,Kolagen Type II,20,ml,147.12,0.05,154.48,219.36,0.42,Aktywny
1069,Kenay,Kolagen Type II,300,tabletki,85.37,0.23,105.01,117.61,0.12,Nieaktywny
1070,Health Labs,Magnez 4 formy,30,ml,133.2,0.05,139.86,155.24,0.11,Aktywny
1071,Inwet Herbs,Krzem Organiczny,180,kapsułki,86.98,0.23,106.99,129.46,0.21,Aktywny
1072,Star Life,Witamina D,60,kapsułki,90.64,0.23,111.49,166.12,0.49,Aktywny
1073,Pharmovit,Selen + E,30,tabletki,139.16,0.08,150.29,174.34,0.16,Nieaktywny
1074,Pileje,Cynk organiczny,120,kapsułki,86.76,0.08,93.7,129.31,0.38,Aktywny
1075,NatVita,Selen + E,300,tabletki,129.36,0.23,159.11,235.48,0.48,Aktywny
1076,Skoczylas,Ashwagandha Extra,30,tabletki,131.93,0.08,142.48,199.47,0.4,Nieaktywny
1077,Kenay,Maślan sodu,250,ml,99.53,0.05,104.51,134.82,0.29,Nieaktywny
1078,Pharmovit,Probiotyk 10 szczepów,30,kapsułki,59.37,0.08,64.12,91.05,0.42,Aktywny
1079,Diochi,Różeniec górski,180,kapsułki,69.45,0.23,85.42,114.46,0.34,Aktywny
1080,Wish,Maślan sodu,1000,ml,97.24,0.05,102.1,126.6,0.24,Aktywny
1081,Health Labs,Ashwagandha Extra,120,tabletki,53.61,0.23,65.94,83.08,0.26,Nieaktywny
1082,UNS,Probiotyk 10 szczepów,60,kapsułki,56.79,0.23,69.85,77.53,0.11,Aktywny
1083,UNS,Cynk organiczny,20,ml,79.99,0.05,83.99,96.59,0.15,Aktywny
1084,Pileje,Omega-3 z alg,90,kapsułki,74.48,0.08,80.44,103.77,0.29,Aktywny
1085,HempKing,Kolagen Type II,90,kapsułki,65.52,0.08,70.76,88.45,0.25,Aktywny
1086,UNS,Melatonina 1mg,180,tabletki,147.49,0.08,159.29,175.22,0.1,Aktywny
1087,Pileje,Synbiotyk z Inuliną,90,tabletki,66.36,0.23,81.62,116.72,0.43,Aktywny
1088,Yango,Gotu Kola,60,tabletki,82.31,0.23,101.24,132.62,0.31,Aktywny
1089,Inwet Herbs,Bacopa Monnieri,20,ml,140.59,0.05,147.62,187.48,0.27,Aktywny
1090,Progress Labs,Maca Bio,300,tabletki,123.8,0.08,133.7,176.48,0.32,Nieaktywny
1091,Invent Farm,NAC 600mg,500,ml,94.91,0.05,99.66,112.62,0.13,Aktywny
1092,Formeds,Maca Bio,180,tabletki,114.63,0.23,140.99,204.44,0.45,Nieaktywny
1093,Inwet Herbs,Omega-3 z alg,30,kapsułki,56.04,0.08,60.52,72.62,0.2,Nieaktywny
1094,Sanct Bernhard,Cynk organiczny,30,ml,62.7,0.05,65.84,91.52,0.39,Aktywny
1095,Diochi,Witamina D,60,tabletki,66.53,0.23,81.83,110.47,0.35,Aktywny
1096,Sanct Bernhard,Synbiotyk z Inuliną,30,kapsułki,100.37,0.08,108.4,158.26,0.46,Aktywny
1097,Kenay,Żeń-Szeń Koreański,180,kapsułki,68.33,0.23,84.05,122.71,0.46,Aktywny
1098,HempKing,Magnez 4 formy,150,ml,97.54,0.05,102.42,124.95,0.22,Aktywny
1099,Sanct Bernhard,NAC 600mg,30,kapsułki,78.79,0.23,96.91,116.29,0.2,Aktywny
1100,Skoczylas,Omega-3 z alg,90,kapsułki,63.44,0.23,78.03,87.39,0.12,Aktywny
1101,Yango,Probiotyk 10 szczepów,90,kapsułki,148.5,0.23,182.66,244.76,0.34,Aktywny
1102,Sanct Bernhard,Koenzym Q10,1000,ml,141.34,0.05,148.41,176.61,0.19,Aktywny
1103,MyVita,Synbiotyk z Inuliną,90,kapsułki,128.56,0.23,158.13,235.61,0.49,Aktywny
1104,Medica Herbs,Ginkgo Biloba,30,tabletki,72.31,0.08,78.09,87.46,0.12,Aktywny
1105,Alto Pharma,Witamina C,1000,ml,141.96,0.05,149.06,217.63,0.46,Aktywny
1106,Inwet Herbs,NAC 600mg,300,tabletki,91.96,0.23,113.11,140.26,0.24,Aktywny
1107,Organis,Bacopa Monnieri,60,kapsułki,113.94,0.08,123.06,142.75,0.16,Aktywny
1108,Pharmovit,Koenzym Q10,1000,ml,74.85,0.05,78.59,117.1,0.49,Aktywny
1109,HempKing,Witamina E naturalna,300,tabletki,50.17,0.08,54.18,60.68,0.12,Aktywny
1110,Organis,Saccharomyces Boulardii,250,ml,104.86,0.05,110.1,149.74,0.36,Aktywny
1111,Aliness,Probiotyk 10 szczepów,180,kapsułki,53.71,0.23,66.06,93.14,0.41,Nieaktywny
1112,Organis,Różeniec górski,30,tabletki,90.91,0.23,111.82,137.54,0.23,Nieaktywny
1113,Pileje,Ashwagandha Extra,180,tabletki,145.16,0.08,156.77,195.96,0.25,Aktywny
1114,Wish,Miedź Chelatowana,180,tabletki,88.5,0.08,95.58,134.77,0.41,Aktywny
1115,Progress Labs,Bacopa Monnieri,50,ml,93.09,0.05,97.74,121.2,0.24,Nieaktywny
1116,Diochi,Witamina K2 MK-7,30,tabletki,80.06,0.23,98.47,129.98,0.32,Aktywny
1117,MyVita,Witamina K2 MK-7,60,tabletki,96.33,0.23,118.49,135.08,0.14,Aktywny
1118,Sanct Bernhard,Ginkgo Biloba,20,ml,136.88,0.05,143.72,209.83,0.46,Aktywny
1119,Pharmovit,Witamina C,60,kapsułki,142.21,0.08,153.59,172.02,0.12,Aktywny
1120,Mito-Pharma,NAC 600mg,120,tabletki,84.01,0.08,90.73,100.71,0.11,Aktywny
1121,UNS,Miedź Chelatowana,30,tabletki,54.57,0.23,67.12,83.9,0.25,Nieaktywny
1122,Yango,Witamina D,60,tabletki,62.7,0.23,77.12,94.09,0.22,Aktywny
1123,Pharmovit,Selen + E,120,tabletki,100.51,0.23,123.63,160.72,0.3,Aktywny
1124,NatVita,Magnez 4 formy,30,kapsułki,73.29,0.23,90.15,113.59,0.26,Aktywny
1125,Medica Herbs,Kurkumina C3,120,kapsułki,117.58,0.08,126.99,184.14,0.45,Nieaktywny
1126,Alto Pharma,L-teanina,1000,ml,90.49,0.05,95.01,122.56,0.29,Aktywny
1127,Biowen,Magnez 4 formy,120,kapsułki,120.92,0.08,130.59,173.68,0.33,Aktywny
1128,Progress Labs,Synbiotyk z Inuliną,300,kapsułki,132.59,0.23,163.09,185.92,0.14,Aktywny
1129,HempKing,Melatonina 1mg,30,ml,145.74,0.05,153.03,180.58,0.18,Aktywny
1130,Pharmovit,Krzem Organiczny,30,kapsułki,80.61,0.08,87.06,110.57,0.27,Aktywny
1131,Pharmovit,Probiotyk 10 szczepów,30,ml,89.64,0.05,94.12,114.83,0.22,Aktywny
1132,NatVita,Żelazo w płynie,120,kapsułki,83.88,0.23,103.17,143.41,0.39,Aktywny
1133,Yango,Różeniec górski,120,tabletki,104.17,0.08,112.5,160.88,0.43,Nieaktywny
1134,Yango,Witamina E naturalna,500,ml,56.19,0.05,59.0,82.6,0.4,Aktywny
1135,MyVita,Ginkgo Biloba,90,kapsułki,122.46,0.23,150.63,212.39,0.41,Aktywny
1136,Formeds,Gotu Kola,60,kapsułki,133.49,0.23,164.19,195.39,0.19,Nieaktywny
1137,Sanct Bernhard,Witamina D,90,kapsułki,141.56,0.08,152.88,169.7,0.11,Aktywny
1138,Alto Pharma,Potas,250,ml,118.89,0.05,124.83,161.03,0.29,Aktywny
1139,Invent Farm,Melatonina 1mg,30,kapsułki,97.04,0.08,104.8,137.29,0.31,Aktywny
1140,Alto Pharma,Saccharomyces Boulardii,60,tabletki,133.82,0.08,144.53,179.22,0.24,Nieaktywny
1141,Inwet Herbs,Magnez 4 formy,150,ml,70.82,0.05,74.36,87.74,0.18,Nieaktywny
1142,UNS,Koenzym Q10,180,kapsułki,96.54,0.23,118.74,143.68,0.21,Nieaktywny
1143,Mito-Pharma,Maślan sodu,180,kapsułki,74.13,0.08,80.06,92.07,0.15,Aktywny
1144,Sanct Bernhard,Witamina A,300,kapsułki,50.64,0.23,62.29,91.57,0.47,Aktywny
1145,Diochi,Omega-3 z alg,150,ml,147.68,0.05,155.06,175.22,0.13,Aktywny
1146,Yango,Maślan sodu,500,ml,88.98,0.05,93.43,126.13,0.35,Aktywny
1147,Pileje,Saccharomyces Boulardii,30,tabletki,138.59,0.08,149.68,181.11,0.21,Aktywny
1148,MyVita,Magnez 4 formy,120,tabletki,89.11,0.23,109.61,155.65,0.42,Aktywny
1149,Invent Farm,Magnez 4 formy,150,ml,79.65,0.05,83.63,120.43,0.44,Aktywny
1150,Invent Farm,L-teanina,500,ml,125.75,0.05,132.04,154.49,0.17,Aktywny
1151,Pharmovit,Kolagen Type II,20,ml,97.12,0.05,101.98,125.44,0.23,Nieaktywny
1152,Yango,Witamina K2 MK-7,250,ml,100.88,0.05,105.92,126.04,0.19,Aktywny
1153,Kenay,Maca Bio,120,tabletki,79.38,0.08,85.73,97.73,0.14,Nieaktywny
1154,Skoczylas,Koenzym Q10,120,kapsułki,73.75,0.08,79.65,116.29,0.46,Aktywny
1155,Solgar,Selen + E,120,tabletki,67.96,0.23,83.59,93.62,0.12,Aktywny
1156,UNS,Witamina E naturalna,50,ml,114.18,0.05,119.89,173.84,0.45,Aktywny
1157,Diochi,Synbiotyk z Inuliną,30,kapsułki,147.35,0.23,181.24,213.86,0.18,Aktywny
1158,HempKing,Probiotyk 10 szczepów,180,tabletki,113.48,0.08,122.56,144.62,0.18,Aktywny
1159,Lab One,Żeń-Szeń Koreański,90,tabletki,114.66,0.23,141.03,204.49,0.45,Nieaktywny
1160,Alto Pharma,Bacopa Monnieri,30,ml,132.63,0.05,139.26,161.54,0.16,Aktywny
1161,Invent Farm,Maślan sodu,30,tabletki,100.48,0.23,123.59,173.03,0.4,Aktywny
1162,Pileje,Gotu Kola,150,ml,128.68,0.05,135.11,156.73,0.16,Aktywny
1163,Inwet Herbs,Krzem Organiczny,30,kapsułki,113.07,0.08,122.12,151.43,0.24,Aktywny
1164,Pharmovit,Witamina K2 MK-7,500,ml,116.04,0.05,121.84,175.45,0.44,Aktywny
1165,Alto Pharma,Żelazo w płynie,300,tabletki,147.93,0.23,181.95,260.19,0.43,Aktywny
1166,Medica Herbs,Ginkgo Biloba,30,ml,117.89,0.05,123.78,169.58,0.37,Aktywny
1167,Solgar,Cynk organiczny,90,tabletki,135.88,0.08,146.75,203.98,0.39,Aktywny
1168,Biowen,Koenzym Q10,90,tabletki,66.05,0.08,71.33,102.72,0.44,Aktywny
1169,NatVita,Różeniec górski,60,tabletki,74.54,0.08,80.5,95.8,0.19,Nieaktywny
1170,Progress Labs,Witamina C,30,ml,125.81,0.05,132.1,155.88,0.18,Aktywny
1171,Invent Farm,Melatonina 1mg,150,ml,101.69,0.05,106.77,156.95,0.47,Aktywny
1172,Skoczylas,Krzem Organiczny,60,kapsułki,91.52,0.23,112.57,153.1,0.36,Aktywny
1173,Aliness,Melatonina 1mg,60,kapsułki,118.91,0.08,128.42,186.21,0.45,Aktywny
1174,HempKing,Potas,30,ml,56.42,0.05,59.24,69.31,0.17,Nieaktywny
1175,Mito-Pharma,Żeń-Szeń Koreański,30,tabletki,137.56,0.23,169.2,252.11,0.49,Aktywny
1176,Mito-Pharma,Omega-3 z alg,90,kapsułki,50.65,0.08,54.7,74.94,0.37,Aktywny
1177,Pileje,Maca Bio,90,tabletki,85.93,0.23,105.69,132.11,0.25,Nieaktywny
1178,Health Labs,Gotu Kola,90,kapsułki,128.29,0.08,138.55,152.41,0.1,Aktywny
1179,Invent Farm,Koenzym Q10,150,ml,110.8,0.05,116.34,152.41,0.31,Aktywny
1180,Lab One,Żeń-Szeń Koreański,60,tabletki,121.18,0.08,130.87,195.0,0.49,Aktywny
1181,Aliness,Ginkgo Biloba,250,ml,131.98,0.05,138.58,163.52,0.18,Aktywny
1182,UNS,Probiotyk 10 szczepów,1000,ml,56.64,0.05,59.47,66.61,0.12,Aktywny
1183,Medica Herbs,Ashwagandha Extra,250,ml,135.38,0.05,142.15,194.75,0.37,Aktywny
1184,Formeds,Witamina E naturalna,60,kapsułki,105.92,0.23,130.28,175.88,0.35,Nieaktywny
1185,Inwet Herbs,Koenzym Q10,30,kapsułki,51.31,0.08,55.41,63.17,0.14,Aktywny
1186,Star Life,Koenzym Q10,90,tabletki,60.36,0.08,65.19,97.78,0.5,Nieaktywny
1187,Pileje,Synbiotyk z Inuliną,120,tabletki,54.99,0.08,59.39,81.36,0.37,Aktywny
1188,Kenay,Maca Bio,30,tabletki,122.55,0.08,132.35,186.61,0.41,Aktywny
1189,Progress Labs,NAC 600mg,250,ml,96.97,0.05,101.82,132.37,0.3,Aktywny
1190,Diochi,Żelazo w płynie,30,tabletki,129.9,0.23,159.78,222.09,0.39,Nieaktywny
1191,Medica Herbs,Gotu Kola,180,kapsułki,86.64,0.08,93.57,119.77,0.28,Aktywny
1192,Star Life,Ashwagandha Extra,90,kapsułki,58.34,0.23,71.76,91.85,0.28,Aktywny
1193,Kenay,Omega-3 z alg,250,ml,119.06,0.05,125.01,150.01,0.2,Aktywny
1194,Medica Herbs,Kolagen Type II,180,kapsułki,73.27,0.23,90.12,127.97,0.42,Nieaktywny
1195,Skoczylas,Ashwagandha Extra,250,ml,111.3,0.05,116.86,128.55,0.1,Aktywny
1196,Medica Herbs,Żeń-Szeń Koreański,30,ml,88.79,0.05,93.23,111.88,0.2,Aktywny
1197,UNS,NAC 600mg,30,tabletki,101.24,0.23,124.53,149.44,0.2,Aktywny
1198,Formeds,Witamina C,120,tabletki,103.97,0.08,112.29,125.76,0.12,Aktywny
1199,Pharmovit,L-teanina,300,tabletki,119.44,0.08,129.0,150.93,0.17,Aktywny
1200,Skoczylas,Ashwagandha Extra,30,ml,84.16,0.05,88.37,130.79,0.48,Nieaktywny
1201,Diochi,Ginkgo Biloba,500,ml,120.51,0.05,126.54,178.42,0.41,Nieaktywny
1202,Wish,Ginkgo Biloba,60,tabletki,125.52,0.08,135.56,180.29,0.33,Aktywny
1203,Yango,Witamina A,1000,ml,127.58,0.05,133.96,167.45,0.25,Nieaktywny
1204,Progress Labs,Potas,60,kapsułki,72.89,0.23,89.65,119.23,0.33,Nieaktywny
1205,Organis,Synbiotyk z Inuliną,50,ml,112.77,0.05,118.41,163.41,0.38,Aktywny
1206,Pharmovit,Miedź Chelatowana,500,ml,93.54,0.05,98.22,125.72,0.28,Aktywny
1207,Pharmovit,Melatonina 1mg,30,tabletki,121.56,0.23,149.52,207.83,0.39,Nieaktywny
1208,Solgar,Witamina C,500,ml,99.31,0.05,104.28,140.78,0.35,Nieaktywny
1209,Formeds,Probiotyk 10 szczepów,120,kapsułki,53.48,0.08,57.76,83.17,0.44,Aktywny
1210,HempKing,Maca Bio,120,tabletki,105.4,0.08,113.83,144.56,0.27,Aktywny
1211,Medica Herbs,Miedź Chelatowana,180,tabletki,53.18,0.08,57.43,75.81,0.32,Aktywny
1212,MyVita,Maca Bio,60,tabletki,142.41,0.23,175.16,260.99,0.49,Aktywny
1213,Pileje,Probiotyk 10 szczepów,300,tabletki,146.71,0.08,158.45,180.63,0.14,Aktywny
1214,Invent Farm,Potas,60,kapsułki,90.01,0.23,110.71,124.0,0.12,Nieaktywny
1215,Sanct Bernhard,Żelazo w płynie,120,tabletki,75.85,0.08,81.92,119.6,0.46,Aktywny
1216,Aliness,Gotu Kola,250,ml,145.49,0.05,152.76,226.08,0.48,Aktywny
1217,Formeds,Maślan sodu,30,kapsułki,64.51,0.23,79.35,106.33,0.34,Nieaktywny
1218,Formeds,Witamina C,300,kapsułki,117.43,0.23,144.44,180.55,0.25,Aktywny
1219,MyVita,Ashwagandha Extra,120,kapsułki,61.09,0.08,65.98,95.01,0.44,Aktywny
1220,Biowen,Saccharomyces Boulardii,120,kapsułki,118.64,0.23,145.93,180.95,0.24,Aktywny
1221,Invent Farm,Synbiotyk z Inuliną,30,kapsułki,129.82,0.23,159.68,193.21,0.21,Aktywny
1222,Pharmovit,Magnez 4 formy,150,ml,65.79,0.05,69.08,93.95,0.36,Nieaktywny
1223,NatVita,Żeń-Szeń Koreański,180,kapsułki,72.72,0.08,78.54,106.03,0.35,Aktywny
1224,Health Labs,Witamina D,180,tabletki,75.06,0.23,92.32,134.79,0.46,Aktywny
1225,Medica Herbs,Witamina C,250,ml,51.26,0.05,53.82,75.35,0.4,Aktywny
1226,Mito-Pharma,Magnez 4 formy,180,kapsułki,118.93,0.08,128.44,190.09,0.48,Aktywny
1227,Yango,Żelazo w płynie,1000,ml,74.27,0.05,77.98,92.02,0.18,Aktywny
1228,Invent Farm,Ashwagandha Extra,60,kapsułki,112.74,0.23,138.67,205.23,0.48,Aktywny
1229,Medica Herbs,Cynk organiczny,180,tabletki,55.54,0.23,68.31,81.29,0.19,Aktywny
1230,Inwet Herbs,Potas,180,kapsułki,128.31,0.23,157.82,189.38,0.2,Aktywny
1231,Pileje,Bacopa Monnieri,30,tabletki,71.92,0.23,88.46,105.27,0.19,Aktywny
1232,Skoczylas,Bacopa Monnieri,30,kapsułki,146.39,0.23,180.06,212.47,0.18,Aktywny
1233,Progress Labs,Maślan sodu,50,ml,146.74,0.05,154.08,215.71,0.4,Aktywny
1234,Invent Farm,Krzem Organiczny,500,ml,74.43,0.05,78.15,113.32,0.45,Aktywny
1235,Star Life,Selen + E,60,tabletki,94.58,0.08,102.15,133.82,0.31,Aktywny
1236,Solgar,Selen + E,300,kapsułki,82.63,0.08,89.24,130.29,0.46,Aktywny
1237,Sanct Bernhard,Gotu Kola,250,ml,110.23,0.05,115.74,143.52,0.24,Aktywny
1238,Pileje,Omega-3 z alg,250,ml,51.21,0.05,53.77,79.58,0.48,Aktywny
1239,Formeds,Ashwagandha Extra,120,kapsułki,90.34,0.23,111.12,127.79,0.15,Nieaktywny
1240,Lab One,L-teanina,30,tabletki,91.51,0.08,98.83,124.53,0.26,Aktywny
1241,Progress Labs,Żelazo w płynie,150,ml,55.99,0.05,58.79,84.07,0.43,Aktywny
1242,Sanct Bernhard,Potas,300,kapsułki,110.38,0.08,119.21,160.93,0.35,Nieaktywny
1243,Progress Labs,L-teanina,60,kapsułki,113.56,0.08,122.64,156.98,0.28,Aktywny
1244,Diochi,Witamina K2 MK-7,180,tabletki,142.98,0.08,154.42,217.73,0.41,Aktywny
1245,Skoczylas,Selen + E,60,tabletki,92.98,0.23,114.37,125.81,0.1,Aktywny
1246,Skoczylas,Bacopa Monnieri,300,tabletki,109.48,0.23,134.66,173.71,0.29,Aktywny
1247,MyVita,Bacopa Monnieri,150,ml,71.65,0.05,75.23,83.51,0.11,Aktywny
1248,Lab One,Melatonina 1mg,20,ml,147.8,0.05,155.19,229.68,0.48,Aktywny
1249,Lab One,Witamina E naturalna,90,kapsułki,102.03,0.23,125.5,141.81,0.13,Aktywny
1250,Wish,Witamina C,60,tabletki,61.69,0.08,66.63,95.28,0.43,Aktywny
1251,Kenay,Ginkgo Biloba,500,ml,56.8,0.05,59.64,75.15,0.26,Nieaktywny
1252,NatVita,Maślan sodu,1000,ml,80.85,0.05,84.89,117.15,0.38,Aktywny
1253,NatVita,Witamina D,30,kapsułki,105.74,0.23,130.06,182.08,0.4,Nieaktywny
1254,Sanct Bernhard,Kolagen Type II,300,kapsułki,122.6,0.08,132.41,176.11,0.33,Aktywny
1255,Solgar,Cynk organiczny,20,ml,147.18,0.05,154.54,191.63,0.24,Aktywny
1256,Health Labs,Maślan sodu,60,kapsułki,99.69,0.23,122.62,148.37,0.21,Aktywny
1257,Sanct Bernhard,Gotu Kola,30,tabletki,126.89,0.08,137.04,176.78,0.29,Aktywny
1258,Organis,Saccharomyces Boulardii,90,tabletki,90.61,0.23,111.45,125.94,0.13,Aktywny
1259,Solgar,Maślan sodu,300,kapsułki,88.82,0.08,95.93,137.18,0.43,Nieaktywny
1260,HempKing,Saccharomyces Boulardii,300,tabletki,111.48,0.08,120.4,138.46,0.15,Aktywny
1261,Diochi,Bacopa Monnieri,120,tabletki,115.33,0.08,124.56,181.86,0.46,Aktywny
1262,HempKing,Witamina D,120,tabletki,98.17,0.08,106.02,152.67,0.44,Aktywny
1263,UNS,Witamina E naturalna,60,kapsułki,61.16,0.23,75.23,112.84,0.5,Aktywny
1264,Star Life,Cynk organiczny,180,tabletki,83.92,0.08,90.63,103.32,0.14,Aktywny
1265,Skoczylas,Maślan sodu,60,kapsułki,114.38,0.23,140.69,173.05,0.23,Aktywny
1266,MyVita,Żeń-Szeń Koreański,30,ml,86.64,0.05,90.97,106.43,0.17,Aktywny
1267,Medica Herbs,Saccharomyces Boulardii,300,tabletki,97.34,0.23,119.73,170.02,0.42,Aktywny
1268,Progress Labs,Omega-3 z alg,30,tabletki,95.77,0.23,117.8,156.67,0.33,Aktywny
1269,Health Labs,Selen + E,90,tabletki,66.27,0.08,71.57,98.77,0.38,Aktywny
1270,Skoczylas,Maślan sodu,150,ml,80.5,0.05,84.53,104.82,0.24,Nieaktywny
